DEMAND;TREAT_DATE;TREATMENT_FLAG
36023079;25.10.2023 0:00;1
36053417;25.10.2023 0:00;0
36101022;25.10.2023 0:00;1
36077148;25.10.2023 0:00;0
36151637;25.10.2023 0:00;0
36033136;25.10.2023 0:00;0
36033292;25.10.2023 0:00;0
36033429;25.10.2023 0:00;0
36107168;25.10.2023 0:00;1
37514347;25.10.2023 0:00;1
37516200;25.10.2023 0:00;0
37516218;25.10.2023 0:00;1
37516270;25.10.2023 0:00;0
37546409;25.10.2023 0:00;1
37651373;25.10.2023 0:00;0
37651428;25.10.2023 0:00;0
37651579;25.10.2023 0:00;0
36881299;25.10.2023 0:00;0
36228475;25.10.2023 0:00;1
36228519;25.10.2023 0:00;1
36291828;25.10.2023 0:00;0
36291932;25.10.2023 0:00;1
36291996;25.10.2023 0:00;1
35333262;25.10.2023 0:00;0
35345666;25.10.2023 0:00;1
37932619;25.10.2023 0:00;0
37932760;25.10.2023 0:00;1
36054543;25.10.2023 0:00;1
36054907;25.10.2023 0:00;0
36101300;25.10.2023 0:00;0
36077383;25.10.2023 0:00;1
36077464;25.10.2023 0:00;0
36152086;25.10.2023 0:00;1
36152802;25.10.2023 0:00;1
36034165;25.10.2023 0:00;0
36034244;25.10.2023 0:00;0
37516828;25.10.2023 0:00;0
37516868;25.10.2023 0:00;0
37516909;25.10.2023 0:00;0
37547198;25.10.2023 0:00;0
37547840;25.10.2023 0:00;0
36737607;25.10.2023 0:00;1
36737738;25.10.2023 0:00;1
36228877;25.10.2023 0:00;1
36292559;25.10.2023 0:00;0
36292957;25.10.2023 0:00;0
36350262;25.10.2023 0:00;1
36350603;25.10.2023 0:00;0
35422977;25.10.2023 0:00;1
36024311;25.10.2023 0:00;0
36024573;25.10.2023 0:00;0
36062833;25.10.2023 0:00;0
36063465;25.10.2023 0:00;0
36102200;25.10.2023 0:00;1
36102378;25.10.2023 0:00;0
36077920;25.10.2023 0:00;0
36078238;25.10.2023 0:00;0
36153290;25.10.2023 0:00;0
36170802;25.10.2023 0:00;1
36058319;25.10.2023 0:00;1
36173262;25.10.2023 0:00;1
36173267;25.10.2023 0:00;1
36173353;25.10.2023 0:00;1
37488351;25.10.2023 0:00;1
37575954;25.10.2023 0:00;1
37895442;25.10.2023 0:00;0
36904752;25.10.2023 0:00;0
36229737;25.10.2023 0:00;0
36308859;25.10.2023 0:00;0
36351100;25.10.2023 0:00;1
36351192;25.10.2023 0:00;0
38123967;25.10.2023 0:00;1
36025111;25.10.2023 0:00;0
36025315;25.10.2023 0:00;0
36025378;25.10.2023 0:00;1
36133813;25.10.2023 0:00;0
36133909;25.10.2023 0:00;0
36133916;25.10.2023 0:00;0
37283940;25.10.2023 0:00;1
36180069;25.10.2023 0:00;0
36180097;25.10.2023 0:00;1
36180479;25.10.2023 0:00;0
37488556;25.10.2023 0:00;1
37488723;25.10.2023 0:00;0
37489105;25.10.2023 0:00;0
37576537;25.10.2023 0:00;1
36739782;25.10.2023 0:00;0
36740021;25.10.2023 0:00;0
36867714;25.10.2023 0:00;0
36309124;25.10.2023 0:00;0
36309384;25.10.2023 0:00;1
37457250;25.10.2023 0:00;1
35367824;25.10.2023 0:00;0
36020686;25.10.2023 0:00;0
36064444;25.10.2023 0:00;1
36064887;25.10.2023 0:00;0
36031950;25.10.2023 0:00;0
37284145;25.10.2023 0:00;0
37294706;25.10.2023 0:00;0
36180689;25.10.2023 0:00;1
36180715;25.10.2023 0:00;1
36186487;25.10.2023 0:00;1
36740459;25.10.2023 0:00;1
36740492;25.10.2023 0:00;0
36868735;25.10.2023 0:00;0
36253038;25.10.2023 0:00;1
36253105;25.10.2023 0:00;0
36253112;25.10.2023 0:00;0
36253219;25.10.2023 0:00;0
36253505;25.10.2023 0:00;0
36311600;25.10.2023 0:00;1
35335354;25.10.2023 0:00;0
35335715;25.10.2023 0:00;0
35347674;25.10.2023 0:00;0
35347882;25.10.2023 0:00;1
35368681;25.10.2023 0:00;0
37882108;25.10.2023 0:00;1
36043908;25.10.2023 0:00;1
36065051;25.10.2023 0:00;0
36136524;25.10.2023 0:00;0
36136723;25.10.2023 0:00;0
36136888;25.10.2023 0:00;0
37298045;25.10.2023 0:00;0
37298114;25.10.2023 0:00;0
36187252;25.10.2023 0:00;1
36187304;25.10.2023 0:00;0
37975452;25.10.2023 0:00;1
37587842;25.10.2023 0:00;1
37492828;25.10.2023 0:00;1
36741194;25.10.2023 0:00;1
36869796;25.10.2023 0:00;0
36312078;25.10.2023 0:00;0
37969597;25.10.2023 0:00;1
35348968;25.10.2023 0:00;1
35385787;25.10.2023 0:00;1
36092692;25.10.2023 0:00;1
36055614;25.10.2023 0:00;1
36055858;25.10.2023 0:00;1
36055988;25.10.2023 0:00;0
36056069;25.10.2023 0:00;0
36137150;25.10.2023 0:00;1
36070669;25.10.2023 0:00;0
36070889;25.10.2023 0:00;1
36188426;25.10.2023 0:00;0
37982483;25.10.2023 0:00;0
37588401;25.10.2023 0:00;0
37493242;25.10.2023 0:00;1
37493954;25.10.2023 0:00;1
36869955;25.10.2023 0:00;0
36870668;25.10.2023 0:00;0
36272913;25.10.2023 0:00;0
36273502;25.10.2023 0:00;1
36313597;25.10.2023 0:00;1
36826103;25.10.2023 0:00;0
35337310;25.10.2023 0:00;0
35349875;25.10.2023 0:00;0
36093317;25.10.2023 0:00;1
36093602;25.10.2023 0:00;0
36093689;25.10.2023 0:00;0
36094047;25.10.2023 0:00;0
36056737;25.10.2023 0:00;0
36138727;25.10.2023 0:00;0
37328227;25.10.2023 0:00;1
36071450;25.10.2023 0:00;0
37982604;25.10.2023 0:00;0
37984554;25.10.2023 0:00;0
37589971;25.10.2023 0:00;0
37590487;25.10.2023 0:00;0
37494000;25.10.2023 0:00;0
37494563;25.10.2023 0:00;0
37494755;25.10.2023 0:00;0
37893625;25.10.2023 0:00;0
36744366;25.10.2023 0:00;0
36870977;25.10.2023 0:00;0
36274309;25.10.2023 0:00;1
35369972;25.10.2023 0:00;0
36045913;25.10.2023 0:00;1
36046136;25.10.2023 0:00;0
36046383;25.10.2023 0:00;0
36094325;25.10.2023 0:00;0
36094728;25.10.2023 0:00;1
36094818;25.10.2023 0:00;1
36094960;25.10.2023 0:00;0
36060482;25.10.2023 0:00;1
36138749;25.10.2023 0:00;0
36138892;25.10.2023 0:00;1
37328968;25.10.2023 0:00;0
36193135;25.10.2023 0:00;0
37988195;25.10.2023 0:00;0
37988323;25.10.2023 0:00;0
37522803;25.10.2023 0:00;0
37522847;25.10.2023 0:00;0
37590615;25.10.2023 0:00;0
37590963;25.10.2023 0:00;0
36744621;25.10.2023 0:00;0
36744647;25.10.2023 0:00;0
36759117;25.10.2023 0:00;1
36759194;25.10.2023 0:00;0
36759358;25.10.2023 0:00;0
36759413;25.10.2023 0:00;1
36759419;25.10.2023 0:00;1
36872724;25.10.2023 0:00;0
36274768;25.10.2023 0:00;0
36314331;25.10.2023 0:00;0
35436002;25.10.2023 0:00;0
36842408;25.10.2023 0:00;0
36842627;25.10.2023 0:00;0
35339209;25.10.2023 0:00;0
35351246;25.10.2023 0:00;1
35388356;25.10.2023 0:00;0
36060823;25.10.2023 0:00;1
36061253;25.10.2023 0:00;0
36140051;25.10.2023 0:00;0
37336081;25.10.2023 0:00;1
37336357;25.10.2023 0:00;1
36072830;25.10.2023 0:00;0
36072845;25.10.2023 0:00;0
36073126;25.10.2023 0:00;0
36194235;25.10.2023 0:00;0
37593535;25.10.2023 0:00;0
37593555;25.10.2023 0:00;0
36872769;25.10.2023 0:00;0
36873031;25.10.2023 0:00;0
36884668;25.10.2023 0:00;0
36276906;25.10.2023 0:00;1
36315669;25.10.2023 0:00;0
36315848;25.10.2023 0:00;0
35372065;25.10.2023 0:00;1
35389124;25.10.2023 0:00;0
35585433;25.10.2023 0:00;1
35585628;25.10.2023 0:00;1
36048170;25.10.2023 0:00;0
36096011;25.10.2023 0:00;0
36096294;25.10.2023 0:00;1
36061544;25.10.2023 0:00;0
36140186;25.10.2023 0:00;1
36140672;25.10.2023 0:00;1
36665120;25.10.2023 0:00;0
37263366;25.10.2023 0:00;0
37194755;25.10.2023 0:00;1
37194914;25.10.2023 0:00;0
37238562;25.10.2023 0:00;0
37320244;25.10.2023 0:00;1
37434472;25.10.2023 0:00;0
37434850;25.10.2023 0:00;0
36860765;25.10.2023 0:00;0
36861239;25.10.2023 0:00;0
35657946;25.10.2023 0:00;0
37175820;25.10.2023 0:00;1
37175850;25.10.2023 0:00;0
37175856;25.10.2023 0:00;0
35644299;25.10.2023 0:00;0
35677535;25.10.2023 0:00;0
37254809;25.10.2023 0:00;0
37254939;25.10.2023 0:00;1
37255008;25.10.2023 0:00;0
37255318;25.10.2023 0:00;0
37029458;25.10.2023 0:00;0
37029649;25.10.2023 0:00;1
36772748;25.10.2023 0:00;0
37139811;25.10.2023 0:00;0
37140039;25.10.2023 0:00;0
36036286;25.10.2023 0:00;0
37283313;25.10.2023 0:00;0
37427923;25.10.2023 0:00;1
37428098;25.10.2023 0:00;1
35629979;25.10.2023 0:00;0
37295244;25.10.2023 0:00;0
37295250;25.10.2023 0:00;0
37295497;25.10.2023 0:00;0
36594425;25.10.2023 0:00;0
36640457;25.10.2023 0:00;0
36685569;25.10.2023 0:00;0
36686027;25.10.2023 0:00;1
36686393;25.10.2023 0:00;0
36686430;25.10.2023 0:00;1
36724016;25.10.2023 0:00;1
36724076;25.10.2023 0:00;0
36920452;25.10.2023 0:00;0
33175915;25.10.2023 0:00;0
34903129;25.10.2023 0:00;1
36415253;25.10.2023 0:00;1
36415560;25.10.2023 0:00;1
37263678;25.10.2023 0:00;0
37264164;25.10.2023 0:00;1
37444788;25.10.2023 0:00;0
37444815;25.10.2023 0:00;0
37195883;25.10.2023 0:00;1
37239433;25.10.2023 0:00;0
37321196;25.10.2023 0:00;1
37878838;25.10.2023 0:00;0
36861789;25.10.2023 0:00;0
36926425;25.10.2023 0:00;0
35658890;25.10.2023 0:00;0
37176596;25.10.2023 0:00;1
37176844;25.10.2023 0:00;1
35622959;25.10.2023 0:00;1
35623013;25.10.2023 0:00;0
35647661;25.10.2023 0:00;0
37255779;25.10.2023 0:00;0
37033448;25.10.2023 0:00;1
36773588;25.10.2023 0:00;1
36773645;25.10.2023 0:00;0
36773958;25.10.2023 0:00;1
37140392;25.10.2023 0:00;0
37141160;25.10.2023 0:00;1
36036766;25.10.2023 0:00;1
36083922;25.10.2023 0:00;0
37413003;25.10.2023 0:00;0
37429329;25.10.2023 0:00;0
37429402;25.10.2023 0:00;1
37296064;25.10.2023 0:00;0
37323477;25.10.2023 0:00;0
36641273;25.10.2023 0:00;1
36679426;25.10.2023 0:00;1
36679428;25.10.2023 0:00;0
36686547;25.10.2023 0:00;0
36712057;25.10.2023 0:00;1
36712175;25.10.2023 0:00;1
36712467;25.10.2023 0:00;0
36725117;25.10.2023 0:00;1
36941538;25.10.2023 0:00;0
37430724;25.10.2023 0:00;0
37430734;25.10.2023 0:00;0
34954085;25.10.2023 0:00;0
34954180;25.10.2023 0:00;1
34954429;25.10.2023 0:00;0
36416104;25.10.2023 0:00;0
36666195;25.10.2023 0:00;0
36666636;25.10.2023 0:00;0
36197468;25.10.2023 0:00;1
37280575;25.10.2023 0:00;1
37445171;25.10.2023 0:00;0
37445712;25.10.2023 0:00;0
37151486;25.10.2023 0:00;0
37151754;25.10.2023 0:00;1
37196242;25.10.2023 0:00;0
36927055;25.10.2023 0:00;1
36927126;25.10.2023 0:00;0
35659034;25.10.2023 0:00;1
35648062;25.10.2023 0:00;0
35678606;25.10.2023 0:00;0
37256465;25.10.2023 0:00;1
37256534;25.10.2023 0:00;1
37256860;25.10.2023 0:00;0
36820401;25.10.2023 0:00;1
37141341;25.10.2023 0:00;1
37270293;25.10.2023 0:00;1
36084597;25.10.2023 0:00;1
37285794;25.10.2023 0:00;1
37285956;25.10.2023 0:00;1
37414505;25.10.2023 0:00;0
34920756;25.10.2023 0:00;0
35618065;25.10.2023 0:00;0
35618288;25.10.2023 0:00;1
36679866;25.10.2023 0:00;1
36725151;25.10.2023 0:00;0
36949775;25.10.2023 0:00;0
36950146;25.10.2023 0:00;0
37435733;25.10.2023 0:00;0
37435849;25.10.2023 0:00;0
37435919;25.10.2023 0:00;0
37436253;25.10.2023 0:00;0
37436280;25.10.2023 0:00;0
37004676;25.10.2023 0:00;0
35723923;25.10.2023 0:00;0
35271026;25.10.2023 0:00;1
34942623;25.10.2023 0:00;0
34943008;25.10.2023 0:00;1
35023974;25.10.2023 0:00;1
36372032;25.10.2023 0:00;0
36372164;25.10.2023 0:00;1
36416513;25.10.2023 0:00;0
36667059;25.10.2023 0:00;0
36667784;25.10.2023 0:00;1
36214895;25.10.2023 0:00;1
37152786;25.10.2023 0:00;0
37197227;25.10.2023 0:00;0
37197769;25.10.2023 0:00;1
37241941;25.10.2023 0:00;0
37322530;25.10.2023 0:00;0
36927158;25.10.2023 0:00;0
36927820;25.10.2023 0:00;0
35660029;25.10.2023 0:00;0
35624392;25.10.2023 0:00;1
35633875;25.10.2023 0:00;0
35648550;25.10.2023 0:00;0
35679034;25.10.2023 0:00;1
35679062;25.10.2023 0:00;0
37268289;25.10.2023 0:00;0
37034942;25.10.2023 0:00;0
37035328;25.10.2023 0:00;1
37270546;25.10.2023 0:00;0
37270870;25.10.2023 0:00;0
36090652;25.10.2023 0:00;1
36090908;25.10.2023 0:00;0
37289576;25.10.2023 0:00;0
37290007;25.10.2023 0:00;1
34921284;25.10.2023 0:00;1
35645769;25.10.2023 0:00;0
37324554;25.10.2023 0:00;0
37324596;25.10.2023 0:00;0
37324664;25.10.2023 0:00;0
37324980;25.10.2023 0:00;1
36719362;25.10.2023 0:00;0
36719701;25.10.2023 0:00;0
36950618;25.10.2023 0:00;1
37436814;25.10.2023 0:00;0
37437233;25.10.2023 0:00;0
35724456;25.10.2023 0:00;0
35724589;25.10.2023 0:00;0
35735414;25.10.2023 0:00;0
35024885;25.10.2023 0:00;0
36372985;25.10.2023 0:00;0
36578587;25.10.2023 0:00;1
36578830;25.10.2023 0:00;1
36215895;25.10.2023 0:00;0
37311422;25.10.2023 0:00;0
37311999;25.10.2023 0:00;1
37462786;25.10.2023 0:00;0
37462810;25.10.2023 0:00;0
37198825;25.10.2023 0:00;0
37463140;25.10.2023 0:00;1
35660725;25.10.2023 0:00;1
37957363;25.10.2023 0:00;0
35634214;25.10.2023 0:00;0
35649289;25.10.2023 0:00;0
37454308;25.10.2023 0:00;0
37454584;25.10.2023 0:00;1
34276399;25.10.2023 0:00;1
36821953;25.10.2023 0:00;0
37271575;25.10.2023 0:00;0
37290389;25.10.2023 0:00;0
36043653;25.10.2023 0:00;1
36043787;25.10.2023 0:00;0
